投票日,自治体,地点,地点緯度,地点経度,投票数,鼻水,せき,のど,発熱,0から6才：投票数,0から6才：鼻水,0から6才：せき,0から6才：のど,0から6才：発熱,7から12才：投票数,7から12才：鼻水,7から12才：せき,7から12才：のど,7から12才：発熱,13から18才：投票数,13から18才：鼻水,13から18才：せき,13から18才：のど,13から18才：発熱,19から64才：投票数,19から64才：鼻水,19から64才：せき,19から64才：のど,19から64才：発熱,65才以上：投票数,65才以上：鼻水,65才以上：せき,65才以上：のど,65才以上：発熱
20211206,福島県郡山市,郡山第二中学校,37.4013880,140.3729130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,郡山第三中学校,37.3863060,140.3693000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,郡山第四中学校,37.3910530,140.4066910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,郡山第五中学校,37.4098370,140.3683630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,郡山第六中学校,37.4128720,140.3433990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,郡山第七中学校,37.3807780,140.3326120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,富田中学校,37.4217440,140.3610550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,大槻中学校,37.3962060,140.3198770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,小原田中学校,37.3801840,140.3889290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,安積中学校,37.3654440,140.3627490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,安積第二中学校,37.3543140,140.3397020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,三穂田中学校,37.3563700,140.2883570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,逢瀬中学校,37.4067370,140.2718590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,片平中学校,37.4212870,140.3116070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,喜久田中学校,37.4551900,140.3425420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,日和田中学校,37.4545460,140.3832440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,行健中学校,37.4218240,140.3803010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,明健中学校,37.4309040,140.3847830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,湖南中学校,37.3824530,140.1135330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,熱海中学校,37.4846040,140.2896740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,守山中学校,37.3386890,140.3975220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,高瀬中学校,37.3654560,140.4108730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,二瀬中学校,37.3026850,140.4956930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,西田中学校,37.4602300,140.4439080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,御舘中学校,37.3635350,140.5128280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,宮城中学校,37.3726400,140.4464610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,福島県郡山市,緑ケ丘中学校,37.3900070,140.4300120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,市立稲毛高等学校附属中学校周辺,35.6203920,140.0684800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,加曽利中学校周辺,35.6139520,140.1576190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,末広中学校周辺,35.5967860,140.1266150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,葛城中学校周辺,35.6008710,140.1310330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,椿森中学校周辺,35.6224090,140.1207660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,緑町中学校周辺,35.6226760,140.0968260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,小中台中学校周辺,35.6458960,140.0994220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,花園中学校周辺,35.6552990,140.0740470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,新宿中学校周辺,35.6044040,140.1092070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,蘇我中学校周辺,35.5772680,140.1380180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,犢橋中学校周辺,35.6776810,140.1169910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,幕張中学校周辺,35.6629160,140.0590580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,生浜中学校周辺,35.5572090,140.1441120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,誉田中学校周辺,35.5523810,140.2029820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,轟町中学校周辺,35.6317040,140.1077220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,松ケ丘中学校周辺,35.5877210,140.1524690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,白井中学校周辺,35.5875260,140.2256370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,更科中学校周辺,35.6176570,140.2264160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,川戸中学校周辺,35.5840030,140.1678730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,稲毛中学校周辺,35.6439270,140.0821000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,千草台中学校周辺,35.6367970,140.1179230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,花見川第一中学校周辺,35.6894250,140.1011180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,幸町第一中学校周辺,35.6204960,140.0895400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,土気中学校周辺,35.5413500,140.2725330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,千城台西中学校周辺,35.6215980,140.1846400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,星久喜中学校周辺,35.6008450,140.1520510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,こてはし台中学校周辺,35.6916870,140.1192200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,さつきが丘中学校周辺,35.6684730,140.0910730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,高洲第一中学校周辺,35.6232450,140.0774410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,大宮中学校周辺,35.5863260,140.1867140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,草野中学校周辺,35.6524740,140.1274530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,真砂中学校周辺,35.6451924,140.0631925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,幕張西中学校周辺,35.6635690,140.0373480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,都賀中学校周辺,35.6310220,140.1231010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,千城台南中学校周辺,35.6186880,140.1907740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,高洲第二中学校周辺,35.6325620,140.0717470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,みつわ台中学校周辺,35.6353070,140.1311900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,緑が丘中学校周辺,35.6643240,140.1112120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,花見川第二中学校周辺,35.6827650,140.0878110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,天戸中学校周辺,35.6814480,140.0871130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,若松中学校周辺,35.6357950,140.1698460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,高浜中学校周辺,35.6237680,140.0708870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,幸町第二中学校周辺,35.6125790,140.0980570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,山王中学校周辺,35.6530510,140.1426730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,稲浜中学校周辺,35.6327810,140.0818050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,朝日ケ丘中学校周辺,35.6562610,140.0876760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,貝塚中学校周辺,35.6240210,140.1534700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,越智中学校周辺,35.5335540,140.2412870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,磯辺中学校周辺,35.6274710,140.0623720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,泉谷中学校周辺,35.5546560,140.1711520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,幕張本郷中学校周辺,35.6718860,140.0476300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,土気南中学校周辺,35.5244600,140.2614020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,打瀬中学校周辺,35.6367540,140.0438520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,有吉中学校周辺,35.5610780,140.1700890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,大椎中学校周辺,35.5171150,140.2695270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,千葉県千葉市,おゆみ野南中学校周辺,35.5445490,140.1769970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,追浜地区,35.3182559,139.6317370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,田浦地区,35.3012447,139.6289750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,逸見地区,35.2802795,139.6527930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,本庁地区,35.2813502,139.6720470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,衣笠地区,35.2561917,139.6662400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,大津地区,35.2602892,139.6966000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,浦賀地区,35.2473576,139.7143340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,久里浜地区,35.2266242,139.7058680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,北下浦地区,35.2049994,139.6793180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,神奈川県横須賀市,西地区,35.2218240,139.6258460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,中区,34.7108130,137.7261180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,東区,34.7413230,137.7917700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,西区,34.6927050,137.6453160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,南区,34.6673320,137.7522990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,北区,34.8061940,137.6510240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,浜北区,34.7933530,137.7899420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,静岡県浜松市,天竜区,34.8726510,137.8162660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,津市,34.7184160,136.5055190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,四日市市,34.9651210,136.6244540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,伊勢市,34.4874810,136.7092700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,松阪市,34.5779520,136.5276120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,桑名市,35.0622270,136.6838050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,鈴鹿市,34.8818210,136.5842450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,名張市,34.6276680,136.1083320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,尾鷲市,34.0708100,136.1910650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,亀山市,34.8557330,136.4516390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,鳥羽市,34.4813100,136.8434390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,熊野市,33.8888040,136.1005080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,いなべ市,35.1157570,136.5613450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,志摩市,34.3281270,136.8297350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,伊賀市,34.7685710,136.1299070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,木曽岬町,35.0760530,136.7315390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,東員町,35.0742680,136.5836750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,菰野町,35.0191910,136.5071600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,朝日町,35.0342240,136.6643880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,川越町,35.0229400,136.6739090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,多気町,34.4961670,136.5461680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,明和町,34.5476290,136.6240290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,大台町,34.3933440,136.4080360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,玉城町,34.4886980,136.6286680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,度会町,34.4388090,136.6224960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,大紀町,34.3583620,136.4160970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,南伊勢町,34.3519180,136.7038770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211206,三重県,紀北町,34.2114350,136.3372230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
